Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 енемереп ан еще А  ;иларги;  [motil14, муж]   =) А еще на перемене ; играли ;  ;"в ""фишки""… типа как ""Чик ";коллективный. Форум: В какие игры играли дети перестройки (2013) ;коллективный ; ;Форум: В какие игры играли дети перестройки ;2013 ;электронная коммуникация, нехудожественная ;блог ;частная жизнь ; ; ;электронный текст ;омонимия не снята;" [motil14, муж]   =) А еще на перемене играли в ""фишки""… типа как ""Чик"", только каждый делал свою ставку (бумажными круглыми фишками) и ими нужно было ударить по поверхности так, чтобы они перевернулись рисунком вверх.  [коллективный. Форум: В какие игры играли дети перестройки (2013)] [омонимия не снята]"
 илор еынвалг мороток в вокитсажу;тюарги; ужастиков, в котором главные роли ; играют ;  ;дети.  ;коллективный. Форум: Взрослые фильмы о детях Топ-10 (2013) ;коллективный ; ;Форум: Взрослые фильмы о детях Топ-10 ;2013 ;электронная коммуникация, нехудожественная ;блог, форум ;досуг, зрелища и развлечения ; ; ;электронный текст ;омонимия не снята; [Мейн Хаус, муж]   Хотя бы как один из немногих по-настоящему жестких ужастиков, в котором главные роли играют дети.  [коллективный. Форум: Взрослые фильмы о детях Топ-10 (2013)] [омонимия не снята]
 онракиш мат ушрипмав еж умот;теарги; тому же вампиршу там шикарно ; играет ;  ;Хлоя Моретц, и это тоже ;коллективный. Форум: Взрослые фильмы о детях Топ-10 (2013) ;коллективный ; ;Форум: Взрослые фильмы о детях Топ-10 ;2013 ;электронная коммуникация, нехудожественная ;блог, форум ;досуг, зрелища и развлечения ; ; ;электронный текст ;омонимия не снята; [Мейн Хаус, муж]   К тому же вампиршу там шикарно играет Хлоя Моретц, и это тоже большой плюс.  [коллективный. Форум: Взрослые фильмы о детях Топ-10 (2013)] [омонимия не снята]
 и ад еевиж тядялгыв итед;тюарги; дети выглядят живее, да и ; играют ;  ;явно лучше детей Одина :) Кстати ;коллективный. Форум: Взрослые фильмы о детях Топ-10 (2013) ;коллективный ; ;Форум: Взрослые фильмы о детях Топ-10 ;2013 ;электронная коммуникация, нехудожественная ;блог, форум ;досуг, зрелища и развлечения ; ; ;электронный текст ;омонимия не снята; [IchiKiller19, муж]   Понятно, Хлоя Моретц и все такое, но если честно – американские дети выглядят живее, да и играют явно лучше детей Одина :) Кстати, на этом примере наконец осознал, что переснятый один в один ремейк – не ТОТ ЖЕ САМЫЙ фильм :) .  [коллективный. Форум: Взрослые фильмы о детях Топ-10 (2013)] [омонимия не снята]
 и еынчитапмис ьнечо итед овтстед;тюарги; детство, дети очень симпатичные и ; играют ;  ;здорово.  ;коллективный. Форум: Взрослые фильмы о детях Топ-10 (2013) ;коллективный ; ;Форум: Взрослые фильмы о детях Топ-10 ;2013 ;электронная коммуникация, нехудожественная ;блог, форум ;досуг, зрелища и развлечения ; ; ;электронный текст ;омонимия не снята; [orient, муж]   Полное погружение в детство, дети очень симпатичные и играют здорово.  [коллективный. Форум: Взрослые фильмы о детях Топ-10 (2013)] [омонимия не снята]
 и веикшаД киндоворп и ворухнаМ;иларги; Манхуров и проводник Дашкиев и ; играли ;  ;в карты.  ;коллективный. Форум: Дедовщина и неуставные отношения. Кто есть кто в современной армии (2011-2013) ;коллективный ; ;Форум: Дедовщина и неуставные отношения. Кто есть кто в современной армии ;2011-2013 ;электронная коммуникация, нехудожественная ;блог, форум ;армия и вооруженные конфликты, криминал, администрация и управление ; ; ;электронный текст ;омонимия не снята; [akheront, муж]   Затем прошел в купе, в котором к тому времени находились военнослужащие Семенов, Нечаев, Джамалов, Гатауллин, Синицкий, Манхуров и проводник Дашкиев и играли в карты.  [коллективный. Форум: Дедовщина и неуставные отношения. Кто есть кто в современной армии (2011-2013)] [омонимия не снята]
 онжом гнипмэд В ;ьтарги;  [Ель, жен]   В дэмпинг можно ; играть ;,  ;если есть нехилые резервы.  ;коллективный. Форум: Есть девушки, которые желают открыть свой бизнес или открыли (2010-2013) ;коллективный ; ;Форум: Есть девушки, которые желают открыть свой бизнес или открыли ;2010-2013 ;электронная коммуникация, нехудожественная ;форум ;бизнес, коммерция, экономика, финансы, частная жизнь ; ; ;электронный текст ;омонимия не снята; [Ель, жен]   В дэмпинг можно играть, если есть нехилые резервы.  [коллективный. Форум: Есть девушки, которые желают открыть свой бизнес или открыли (2010-2013)] [омонимия не снята]
 ьсюарибос ен укйадагто в я;ьтарги; я в отгадайку не собираюсь ; играть ;  ; ;коллективный. Форум: Жители Пугачева из-за убийства десантника перекрывали трассу (2013) ;коллективный ; ;Форум: Жители Пугачева из-за убийства десантника перекрывали трассу ;2013 ;электронная коммуникация, нехудожественная ;новость, форум ;криминал, политика и общественная жизнь, администрация и управление ; ; ;электронный текст ;омонимия не снята; [Андрей Залеский, муж]   Николай, я уже ответил, я не на экзамене, есть что сказать ? говори, я в отгадайку не собираюсь играть  [коллективный. Форум: Жители Пугачева из-за убийства десантника перекрывали трассу (2013)] [омонимия не снята]
 илсе И ;ьтарги;  [Сима Логинова, жен]   И если ; играть ;,  ;то использовать интересно всё.  ;коллективный. Форум: Как жить так, чтобы не убить себя (2013) ;коллективный ; ;Форум: Как жить так, чтобы не убить себя ;2013 ;электронная коммуникация, нехудожественная ;форум ;психология, частная жизнь ; ; ;электронный текст ;омонимия не снята; [Сима Логинова, жен]   И если играть, то использовать интересно всё.  [коллективный. Форум: Как жить так, чтобы не убить себя (2013)] [омонимия не снята]
 и тюагеБ  ешьлоб ьтуч или;тюарги; или чуть больше.   Бегают и ; играют ;  ;друг с другом.   Кормлю со ;коллективный. Форум: Как кормить и ухаживать за НОВОРОЖДЕННЫМИ котятами, которые остались без мамы (2011-2013) ;коллективный ; ;Форум: Как кормить и ухаживать за НОВОРОЖДЕННЫМИ котятами, которые остались без мамы ;2011-2013 ;электронная коммуникация, нехудожественная ;форум ;наука и технологии, здоровье и медицина, частная жизнь ; ; ;электронный текст ;омонимия не снята; [Ксения Михеева, жен]   Сейчас им месяц или чуть больше.   Бегают и играют друг с другом.   Кормлю со шприца.  [коллективный. Форум: Как кормить и ухаживать за НОВОРОЖДЕННЫМИ котятами, которые остались без мамы (2011-2013)] [омонимия не снята]
 оньлетивтсйед еинепрет отч учемто утыпо;теарги; опыту отмечу, что терпение действительно ; играет ;  ;большую роль.  ;коллективный. Форум: Как победить человека, которыйвсегда прав (2013) ;коллективный ; ;Форум: Как победить человека, которыйвсегда прав ;2013 ;электронная коммуникация, нехудожественная ;блог, форум ;психология, частная жизнь ; ; ;электронный текст ;омонимия не снята; [Ирина Бережницкая, жен]   По своему опыту отмечу, что терпение действительно играет большую роль.  [коллективный. Форум: Как победить человека, которыйвсегда прав (2013)] [омонимия не снята]
 тижелдан йе юуроток илор йот;ьтарги; той роли, которую ей надлежит ; играть ;  ;в европейской истории … Стоит ослабить ;коллективный. Форум: Крымская великая отечественная война, материал с сайта «белогвардейцев (2013) ;коллективный ; ;Форум: Крымская великая отечественная война, материал с сайта «белогвардейцев ;2013 ;электронная коммуникация, нехудожественная ;форум ;история, армия и вооруженные конфликты ; ; ;электронный текст ;омонимия не снята; [Австровенгр, муж]   Россия — не европейская страна, она не должна быть и не будет таковой, если Франция не забудет о той роли, которую ей надлежит играть в европейской истории … Стоит ослабить ваши связи с Европой, и вы сами по себе начнете движение на Восток, чтобы вновь превратиться в азиатскую страну.  [коллективный. Форум: Крымская великая отечественная война, материал с сайта «белогвардейцев (2013)] [омонимия не снята]
 теаничан есвов и жаносреп тотэ;ьтарги; этот персонаж и вовсе начинает ; играть ;  ;совершенно необычными красками.  ;коллективный. Форум: Лучшие злодеи в кино Топ-25 (2013) ;коллективный ; ;Форум: Лучшие злодеи в кино Топ-25 ;2013 ;электронная коммуникация, нехудожественная ;блог, форум ;досуг, зрелища и развлечения ; ; ;электронный текст ;омонимия не снята; [Мейн Хаус, муж]   А уж в концовке этот персонаж и вовсе начинает играть совершенно необычными красками.  [коллективный. Форум: Лучшие злодеи в кино Топ-25 (2013)] [омонимия не снята]
 огок ыт А  еелесев ыб;аларги; бы веселее.   А ты кого ; играла ;?  ; [christabeldaae, жен]   Певицу [императорских театров ? зачеркнуто], принимаемую ;коллективный. Форум: Неравный брак (2013) ;коллективный ; ;Форум: Неравный брак ;2013 ;электронная коммуникация, нехудожественная ;блог ;частная жизнь, история ; ; ;электронный текст ;омонимия не снята; [banshee, жен]   Да, с ним было бы веселее.   А ты кого играла?  [christabeldaae, жен]   Певицу [императорских театров ? зачеркнуто], принимаемую при дворе.  [коллективный. Форум: Неравный брак (2013)] [омонимия не снята]
 ьтавад и имывилйозан ьтыб ен;ьтарги; не быть назойливыми и давать ; играть ;  ;бабушке с внучкой тогда, когда ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята; Чтобы он так не говорил, нужно всего лишь не быть назойливыми и давать играть бабушке с внучкой тогда, когда ребёнок захочет.  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]
 ястечох ен уме илсе автсвуч;ьтарги; чувства: если ему не хочется ; играть ;  ;с бабушкой, значит ему не ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята; Он ещё не умеет смешивать чувства: если ему не хочется играть с бабушкой, значит ему не хочется играть с бабушкой.  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]
 ошорох ещЕ ;ьтарги;   Еще хорошо ; играть ;  ;в дочки-матери с участием ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята;"  Еще хорошо играть в дочки-матери с участием персонажа ""бабушка, которая приехала из другого города"".  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]"
 еиналежен и омитсуподен еороток йокшубаб;ьтарги; бабушкой, которое недопустимо, и нежелание ; играть ;  ;с бабушкой, на которое ребенок ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята; Мне кажется, стоит развести по разные стороны два аспекта ? невежливое обращение с бабушкой, которое недопустимо, и нежелание играть с бабушкой, на которое ребенок вполне имеет право.  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]
 йобот с учох ен я;ьтарги; я не хочу (с тобой) ; играть ;""".  "; ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята;"  Имхо ""Кыш, бабка"" ? это просто ужасно, полагаю, речевое и интеллектуальное развитие Вашего ребенка позволяет ей произнести ""я не хочу (с тобой) играть"".  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]"
 йокшубаб с тюялватсаз акнебер отч;ьтарги; что ребенка заставляют с бабушкой ; играть ;?  ; ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята; Да почему все вдруг решили, что ребенка заставляют с бабушкой играть?  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]
 ьшечох ен ыт умроф юунткеррок;ьтарги;" корректную форму ""ты не хочешь "; играть ;  ;"с бабушкой"".  ";коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята;" Можно исправлять на более корректную форму ""ты не хочешь играть с бабушкой"".  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]"
 сачйес течох ен ныс ыб;ьтарги;" бы ""сын не хочет сейчас "; играть ;  ;с тобой, не готов общаться ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята;" Если нет ? то все ок, просто говорила бы ""сын не хочет сейчас играть с тобой, не готов общаться, бывает, пойдем поделаем что-то еще"".  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]"
 ен инО  втсвуч хикакин И;тюарги; И никаких чувств.  Они не ; играют ;  ;никакой роли, пустышка.   По бихевиоризму ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята; И никаких чувств.  Они не играют никакой роли, пустышка.   По бихевиоризму, если ребёнок истерит, его нужно игнорировать (а может, даже дать успокоиться в комнате одного).  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]
 онжун еН оготэ отсемв ьташылсу;ьтарги;" услышать вместо этого: ""Не нужно "; играть ;"!""  "; ;коллективный. Форум: Нужен совет (2013) ;коллективный ; ;Форум: Нужен совет ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639819 ; ;электронный текст ;омонимия не снята;" Детка может услышать вместо этого: ""Не нужно играть!""  [коллективный. Форум: Нужен совет (2013)] [омонимия не снята]"
 ыв огороток инвору в удозипэ;иларги; эпизоду, в уровни которого вы ; играли ;.  ; ;коллективный. Форум: Обновилась Angry Birds – Red’s Mighty Feathers. Атака Поросят начинается! (2013) ;коллективный ; ;Форум: Обновилась Angry Birds – Red’s Mighty Feathers. Атака Поросят начинается! ;2013 ;электронная коммуникация, нехудожественная ;форум ;досуг, зрелища и развлечения ; ; ;электронный текст ;омонимия не снята; [Mighty Eagle, муж]   Теперь он анимированный и соответствует последнему эпизоду, в уровни которого вы играли.  [коллективный. Форум: Обновилась Angry Birds – Red’s Mighty Feathers. Атака Поросят начинается! (2013)] [омонимия не снята]
 ыдзевз ирт ан тов а;ьтарги; а вот на три звезды ; играть ;  ;не вижу смысла.  ;коллективный. Форум: Обновилась Angry Birds – Red’s Mighty Feathers. Атака Поросят начинается! (2013) ;коллективный ; ;Форум: Обновилась Angry Birds – Red’s Mighty Feathers. Атака Поросят начинается! ;2013 ;электронная коммуникация, нехудожественная ;форум ;досуг, зрелища и развлечения ; ; ;электронный текст ;омонимия не снята; [Pigonator, муж]   Всё прошёл, а вот на три звезды играть не вижу смысла.  [коллективный. Форум: Обновилась Angry Birds – Red’s Mighty Feathers. Атака Поросят начинается! (2013)] [омонимия не снята]
 убьдавс тарб мат янем У;ларги; У меня там брат свадьбу ; играл ;.  ;  А беляшную на Кирова все ;коллективный. Форум: Общественное питание на селе (2013) ;коллективный ; ;Форум: Общественное питание на селе ;2013 ;электронная коммуникация, нехудожественная ;форум, блог ;бизнес, коммерция, экономика, финансы, частная жизнь ; ; ;электронный текст ;омонимия не снята; [sablinandrey, муж]   Пельменную помню отлично: она еще была то пирожковой, то чебуречной.   У меня там брат свадьбу играл.   А беляшную на Кирова все помнят?  [коллективный. Форум: Общественное питание на селе (2013)] [омонимия не снята]
 ацнеживдывомас НИНЯБОС отэ огеч ялд;теарги; для чего это СОБЯНИН самовыдвиженца ; играет ;?  ; ;коллективный. Форум: От боярина Стрешнева до единоросса Собянина (2013) ;коллективный ; ;Форум: От боярина Стрешнева до единоросса Собянина ;2013 ;электронная коммуникация, нехудожественная ;блог ;история, политика и общественная жизнь ; ; ;электронный текст ;омонимия не снята; [mamanila, жен]   А вот скажите, для чего это СОБЯНИН самовыдвиженца играет?  [коллективный. Форум: От боярина Стрешнева до единоросса Собянина (2013)] [омонимия не снята]
 и юинедевс к лянирп ясласипсар;ьтарги; расписался, принял к сведению и… ; играть ;  ;с хвостом мамаши, к взаимному ;коллективный. Форум: Ошейник АНТИЛАЙ ПОМОГАЕТ ЛИ ОШЕЙНИК (2011-2013) ;коллективный ; ;Форум: Ошейник АНТИЛАЙ ПОМОГАЕТ ЛИ ОШЕЙНИК ;2011-2013 ;электронная коммуникация, нехудожественная ;форум ;наука и технологии, здоровье и медицина, частная жизнь ; ; ;электронный текст ;омонимия не снята; [Свой человек, жен]   Получил, расписался, принял к сведению и… играть с хвостом мамаши, к взаимному удовольствию.  [коллективный. Форум: Ошейник АНТИЛАЙ ПОМОГАЕТ ЛИ ОШЕЙНИК (2011-2013)] [омонимия не снята]
 храгило йерве ворохорП ;теарги;  [dobryjmalyj]   Прохоров (еврей-олигарх) ; играет ;  ;на стороне Путина, если кто-то ;коллективный. Форум: Прохоров слил Навального (2013) ;коллективный ; ;Форум: Прохоров слил Навального ;2013 ;электронная коммуникация, нехудожественная ;блог ;политика и общественная жизнь ; ; ;электронный текст ;омонимия не снята; [dobryjmalyj]   Прохоров (еврей-олигарх) играет на стороне Путина, если кто-то видит в нём соперника подвластных кандидатов или независимого выдвиженца, то это напрасно.  [коллективный. Форум: Прохоров слил Навального (2013)] [омонимия не снята]
 театавх есв теагеб но алачанС;теарги; Сначала он бегает, все хватает, ; играет ;  ;с мячом, потом входит в ;коллективный. Форум: Родственники мужа разрушают границы ребенка (2013) ;коллективный ; ;Форум: Родственники мужа разрушают границы ребенка ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639346 ; ;электронный текст ;омонимия не снята; Сначала он бегает, все хватает, играет с мячом, потом входит в раж и перевозбуждается, начинает хватать предметы, со смехом кидать, носиться с воплями (чего дома не бывает).  [коллективный. Форум: Родственники мужа разрушают границы ребенка (2013)] [омонимия не снята]
 ен ым кат амод отч;меарги; что дома так мы не ; играем ;  ;потому что….  ;коллективный. Форум: Родственники мужа разрушают границы ребенка (2013) ;коллективный ; ;Форум: Родственники мужа разрушают границы ребенка ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639346 ; ;электронный текст ;омонимия не снята; Например, такое дикое поведение разрешила мама, потому что мы в таком месте, где это можно, это я бы так и объяснила, а еще дополнив, что дома так мы не играем потому что….  [коллективный. Форум: Родственники мужа разрушают границы ребенка (2013)] [омонимия не снята]
 асач 3 2 тедуб ано;ьтарги; она будет 2 ? 3 часа ; играть ;  ;с вашим мальчиком на улице ;коллективный. Форум: Родственники мужа разрушают границы ребенка (2013) ;коллективный ; ;Форум: Родственники мужа разрушают границы ребенка ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639346 ; ;электронный текст ;омонимия не снята; Конечно, очень трудно избежать перевозбуждения в таких вольных условиях, но, если дом частный и есть двор, то можно банально выйти погулять и там поиграть на воздухе в снежки или еще что-то буйное (долгая прогулка тоже отличный способ не контактировать с тетей, вряд ли она будет 2 ? 3 часа играть с вашим мальчиком на улице).  [коллективный. Форум: Родственники мужа разрушают границы ребенка (2013)] [омонимия не снята]
 ремирпан йодов с от-адгот и;меарги; и тогда-то, с водой, например, ; играем ;  ;в ванной, и не важно ;коллективный. Форум: Родственники мужа разрушают границы ребенка (2013) ;коллективный ; ;Форум: Родственники мужа разрушают границы ребенка ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639346 ; ;электронный текст ;омонимия не снята; Если дома ребенок пытается делать что-то запретное, я не даю, предлагаю альтернативу сразу или говорю, что это можно делать там-то и тогда-то, с водой, например, играем в ванной, и не важно, в гостях мы или не в гостях: ваш ребенок, ваши правила для него.  [коллективный. Форум: Родственники мужа разрушают границы ребенка (2013)] [омонимия не снята]
 от етсемв тюусир от ино;тюарги; они то рисуют вместе, то ; играют ;,  ;даже в прятки, то она ;коллективный. Форум: Родственники мужа разрушают границы ребенка (2013) ;коллективный ; ;Форум: Родственники мужа разрушают границы ребенка ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639346 ; ;электронный текст ;омонимия не снята; Он каждый день звонит ей по скайпу и они то рисуют вместе, то играют, даже в прятки, то она читает книжку, в общем, крайне хорошее, полезное общение.  [коллективный. Форум: Родственники мужа разрушают границы ребенка (2013)] [омонимия не снята]
 и йом йомиз оннеми ятох;ларги; хотя именно зимой мой и ; играл ;,  ;правда, раз мы жили там ;коллективный. Форум: Родственники мужа разрушают границы ребенка (2013) ;коллективный ; ;Форум: Родственники мужа разрушают границы ребенка ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь ;http://alpha-parenting.livejournal.com/639346 ; ;электронный текст ;омонимия не снята; Ну, это было отступление от темы чутка :) хотя именно зимой мой и играл, правда, раз мы жили там, то и одежка была.  [коллективный. Форум: Родственники мужа разрушают границы ребенка (2013)] [омонимия не снята]
 онжом адгок олоко ад гурков;ьтарги; вокруг да около, когда можно ; играть ;  ;в открытую?  ;коллективный. Форум: Умение действовать прямо (2008-2013) ;коллективный ; ;Форум: Умение действовать прямо ;2008-2013 ;электронная коммуникация, нехудожественная ;блог, форум ;психология, частная жизнь ; ; ;электронный текст ;омонимия не снята; [Олег Сатов, муж]   Зачем ходить вокруг да около, когда можно играть в открытую?  [коллективный. Форум: Умение действовать прямо (2008-2013)] [омонимия не снята]
 ьлор юунжав амод итсомиотс в;теарги; в стоимости дома важную роль ; играет ;  ;техника строительства.  ;коллективный. Форум: Ура! Платные парковки внутри бульварного кольца (2013) ;коллективный ; ;Форум: Ура! Платные парковки внутри бульварного кольца ;2013 ;электронная коммуникация, нехудожественная ;блог ;транспорт, администрация и управление ; ; ;электронный текст ;омонимия не снята; [permeakra]   А в стоимости дома важную роль играет техника строительства.  [коллективный. Форум: Ура! Платные парковки внутри бульварного кольца (2013)] [омонимия не снята]
 асач 3 имас и йокстед;иларги; детской и сами 3 часа ; играли ; ?  ;мирно без сор и скандалов ;коллективный. Форум: Чувствительный ребенок и школа (2013) ;коллективный ; ;Форум: Чувствительный ребенок и школа ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь, образование ;http://alpha-parenting.livejournal.com/636669 ; ;электронный текст ;омонимия не снята; В воскресенье вообще закрылись с подружкой в детской и сами 3 часа играли ? мирно без сор и скандалов.  [коллективный. Форум: Чувствительный ребенок и школа (2013)] [омонимия не снята]
 икшаш в театичс огонмен тешип;теарги; пишет, немного считает, в шашки ; играет ;,  ;много рисует, лепит, клеит что-то ;коллективный. Форум: Чувствительный ребенок и школа (2013) ;коллективный ; ;Форум: Чувствительный ребенок и школа ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь, образование ;http://alpha-parenting.livejournal.com/636669 ; ;электронный текст ;омонимия не снята;  При этом она свободно читает, пишет, немного считает, в шашки играет, много рисует, лепит, клеит что-то, сама себе строит-придумывает и в целом очень развита.  [коллективный. Форум: Чувствительный ребенок и школа (2013)] [омонимия не снята]
 онмуш теагеб наклув месвос кат;теарги; так совсем вулкан ? бегает шумно ; играет ;,  ;по шведской стенке лазит ? энергия ;коллективный. Форум: Чувствительный ребенок и школа (2013) ;коллективный ; ;Форум: Чувствительный ребенок и школа ;2013 ;электронная коммуникация ,  нехудожественная ;форум ;психология, частная жизнь, образование ;http://alpha-parenting.livejournal.com/636669 ; ;электронный текст ;омонимия не снята; Дома так совсем вулкан ? бегает шумно играет, по шведской стенке лазит ? энергия так и прет.  [коллективный. Форум: Чувствительный ребенок и школа (2013)] [омонимия не снята]
 еж анО ;теарги;  Она же ; играет ;  ;в Girls главную роль ? неудачливой ;10 лучших американских телесериалов // «Русский репортер», 2013 ; ; ;10 лучших американских телесериалов ;2013 ;публицистика, нехудожественная ;заметка ;искусство и культура, досуг, зрелища и развлечения ;«Русский репортер» ;2013 ;журнал ;омонимия не снята; Она же играет в Girls главную роль ? неудачливой толстушки Ханы, только что лишившейся родительского пансиона и не знающей, что делать дальше.  [10 лучших американских телесериалов // «Русский репортер», 2013] [омонимия не снята]
 йониксыМ иисатсанА и йовеьтнемеД ынелЕ;ларги; Елены Дементьевой и Анастасии Мыскиной ; играл ;  ;швейцарско-американский дуэт Моника Селеш ;«Легенды» показали класс // «Русский репортер», 2013 ; ; ;«Легенды» показали класс ;2013 ;публицистика, нехудожественная ;заметка ;спорт ;«Русский репортер» ;2013 ;журнал ;омонимия не снята; Против россиянок Елены Дементьевой и Анастасии Мыскиной играл швейцарско-американский дуэт Моника Селеш и Мартина Хингис.  [«Легенды» показали класс // «Русский репортер», 2013] [омонимия не снята]
