Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 ан асел енибулг йеньладен в;мещачрот; в недальней глубине леса, на ; торчащем ;  ;суку нестарой сосны, окруженной веселым ;Анатолий Курчаткин. Сфинкс // «Знамя», 2000 ;Анатолий Курчаткин ;1944 ;Сфинкс ;2000 ;художественная ;рассказ ; ;«Знамя» ;2000 ;журнал ;омонимия не снята;  Удавленник висел в недальней глубине леса, на торчащем суку нестарой сосны, окруженной веселым лиственным подростом.  [Анатолий Курчаткин. Сфинкс // «Знамя», 2000] [омонимия не снята]
 имаклетем еыннилд иовс удох ан;еищачрот; на ходу свои длинные, метелками ; торчащие ;  ;усы, властным тяжелым шагом прошел ;Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000 ;Анатолий Курчаткин ;1944 ;Счастье Вениамина Л ;2000 ;художественная ;рассказ ; ;«Знамя» ;2000 ;журнал ;омонимия не снята;  Незамеченная Вениамином Л., когда его ввели сюда, дверь в дальнем углу подвала-канцелярии распахнулась, оттуда вышел ухоженный, сытый господин и, оглаживая на ходу свои длинные, метелками торчащие усы, властным тяжелым шагом прошел к венскому креслу за письменным столом.  [Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000] [омонимия не снята]
 октсеж ьрепет юен дан и;илачрот; и над нею теперь жестко ; торчали ;  ;в стороны длинные метельчатые усы ;Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000 ;Анатолий Курчаткин ;1944 ;Счастье Вениамина Л ;2000 ;художественная ;рассказ ; ;«Знамя» ;2000 ;журнал ;омонимия не снята;  Все его лицо в верхней части резко вытянулось вперед, лоб скосился, образовав с носом одну линию, а нос слился с верхней губой, и над нею теперь жестко торчали в стороны длинные метельчатые усы.  [Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000] [омонимия не снята]
 оньлавкуб и ьсилиртсоаз екшукам к;илачрот; к макушке, заострились и буквально ; торчали ;  ;над головой.  ;Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000 ;Анатолий Курчаткин ;1944 ;Счастье Вениамина Л ;2000 ;художественная ;рассказ ; ;«Знамя» ;2000 ;журнал ;омонимия не снята; Они взлезли вверх, к макушке, заострились и буквально торчали над головой.  [Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000] [омонимия не снята]
 ясеишватсо ьтавиббо ьсилисорб юьтсондаж йотсиворонс;ьтачрот; сноровистой жадностью бросились оббивать оставшиеся ; торчать ;  ;из рамы куски стекла.  ;Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000 ;Анатолий Курчаткин ;1944 ;Счастье Вениамина Л ;2000 ;художественная ;рассказ ; ;«Знамя» ;2000 ;журнал ;омонимия не снята; Два магазинных окна уже были разбиты, третье разлетелось вдребезги на глазах у Вениамина Л. Сначала в окно полетели булыжники, оно обрушилось со звоном, и те, что были с дубинками и обрезками труб, со сноровистой жадностью бросились оббивать оставшиеся торчать из рамы куски стекла.  [Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000] [омонимия не снята]
 ан яслоропан от-отк аквад ьсаличулоп;йищачрот; получилась давка, кто-то напоролся на ; торчащий ;  ;из рамы обрезок стекла, дико ;Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000 ;Анатолий Курчаткин ;1944 ;Счастье Вениамина Л ;2000 ;художественная ;рассказ ; ;«Знамя» ;2000 ;журнал ;омонимия не снята; Каждый старался пробиться вперед другого, получилась давка, кто-то напоролся на торчащий из рамы обрезок стекла, дико завизжал, на него заорали, чтоб заткнулся.  [Анатолий Курчаткин. Счастье Вениамина Л // «Знамя», 2000] [омонимия не снята]
 утр ов а морунш улет;лачрот; телу шнуром, а во рту ; торчал ;  ;кляп из его собственной форменной ;Виктор Левашов. Заговор патриота (2000) ;Виктор Левашов ; ;Заговор патриота ;2000 ;художественная ;роман ; ;Виктор Левашов. Заговор патриота ;2000 ;книга ;омонимия не снята; Руки его, будто вытянутые по швам, были примотаны к телу шнуром, а во рту торчал кляп из его собственной форменной фуражки.  [Виктор Левашов. Заговор патриота (2000)] [омонимия не снята]
 ьрепет и илзелорп ен тор;илачрот; рот не пролезли и теперь ; торчали ;  ;наружу вместе с фашистской кокардой ;Виктор Левашов. Заговор патриота (2000) ;Виктор Левашов ; ;Заговор патриота ;2000 ;художественная ;роман ; ;Виктор Левашов. Заговор патриота ;2000 ;книга ;омонимия не снята; При этом создавалось впечатление, что он пытался съесть фуражку, но высокая тулья и лакированный козырек в рот не пролезли и теперь торчали наружу вместе с фашистской кокардой.  [Виктор Левашов. Заговор патриота (2000)] [омонимия не снята]
 укидзовг юутям лахюноп мовакур ыбуг;юушвачрот; губы рукавом, понюхал мятую гвоздику, ; торчавшую ;  ;в петлице его сюртука, аккуратно ;Виктор Левашов. Заговор патриота (2000) ;Виктор Левашов ; ;Заговор патриота ;2000 ;художественная ;роман ; ;Виктор Левашов. Заговор патриота ;2000 ;книга ;омонимия не снята; Потом промакнул губы рукавом, понюхал мятую гвоздику, торчавшую в петлице его сюртука, аккуратно завинтил пробку и сообщил:  [Виктор Левашов. Заговор патриота (2000)] [омонимия не снята]
 икур атаволам уме алыб актруК;илачрот; Куртка была ему маловата, руки ; торчали ;  ;из рукавов, но с этим ;Виктор Левашов. Заговор патриота (2000) ;Виктор Левашов ; ;Заговор патриота ;2000 ;художественная ;роман ; ;Виктор Левашов. Заговор патриота ;2000 ;книга ;омонимия не снята; Куртка была ему маловата, руки торчали из рукавов, но с этим пришлось смириться.  [Виктор Левашов. Заговор патриота (2000)] [омонимия не снята]
 хин зИ  имарубок и имяурбс;илачрот; сбруями и кобурами.  Из них ; торчали ;  ;черные пистолетные рукояти.  Все это ;Виктор Левашов. Заговор патриота (2000) ;Виктор Левашов ; ;Заговор патриота ;2000 ;художественная ;роман ; ;Виктор Левашов. Заговор патриота ;2000 ;книга ;омонимия не снята; В белых рубашках, со сбруями и кобурами.  Из них торчали черные пистолетные рукояти.  Все это напоминало кино.  [Виктор Левашов. Заговор патриота (2000)] [омонимия не снята]
 икчоверев от-еикак аз илагред мокталп;еишвачрот; платком, дергали за какие-то веревочки, ; торчавшие ;  ;из их одежды, весь балетный ;Анна Максимова. Чудаки (2000) // «Семья», 2000.01.19 ;Анна Максимова ; ;Чудаки ;2000 ;публицистика ,  нехудожественная ;статья ;политика и общественная жизнь ;«Семья» ;2000.01.19 ;газета ;омонимия не снята; Танцевали, танцевали, а потом, когда барин взмахнет платком, дергали за какие-то веревочки, торчавшие из их одежды, весь балетный наряд падал вниз, и балерины представали перед гостями в костюме Евы.  [Анна Максимова. Чудаки (2000) // «Семья», 2000.01.19] [омонимия не снята]
 одрог тсирбакед отч алитемто ано;йищачрот; она отметила, что «декабрист», гордо ; торчащий ;  ;на подоконнике в старом треснутом ;Екатерина Маркова. Каприз фаворита (1990-2000) ;Екатерина Маркова ;1946 ;Каприз фаворита ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; Затем она отметила, что «декабрист», гордо торчащий на подоконнике в старом треснутом горшке, произвел на свет бутон, готовый вот-вот лопнуть.  [Екатерина Маркова. Каприз фаворита (1990-2000)] [омонимия не снята]
 ишу ишав ыцинитсог еллох В;илачрот; В холле гостиницы ваши уши ; торчали ;  ;из-за распластанной газеты.  ;Екатерина Маркова. Каприз фаворита (1990-2000) ;Екатерина Маркова ;1946 ;Каприз фаворита ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; В холле гостиницы ваши уши торчали из-за распластанной газеты.  [Екатерина Маркова. Каприз фаворита (1990-2000)] [омонимия не снята]
 ыТ ;ьшичрот;  Ты ; торчишь ;  ;из куста, как ошибка природы ;Екатерина Маркова. Каприз фаворита (1990-2000) ;Екатерина Маркова ;1946 ;Каприз фаворита ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; Ты торчишь из куста, как ошибка природы.  [Екатерина Маркова. Каприз фаворита (1990-2000)] [омонимия не снята]
 и кат оличобосокс олевоп тсерк;лачрот; крест повело, скособочило, так и ; торчал ;  ;он теперь набекрень.  ;Екатерина Маркова. Тайная вечеря (1990-2000) ;Екатерина Маркова ;1946 ;Тайная вечеря ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; То дождь прошел, подмыло глинистую почву, и старый полусгнивший крест повело, скособочило, так и торчал он теперь набекрень.  [Екатерина Маркова. Тайная вечеря (1990-2000)] [омонимия не снята]
 и кат итсоК  яадух И;тачрот; И худая.  Кости так и ; торчат ;.  ; Ключицы вон.  ;Екатерина Маркова. Тайная вечеря (1990-2000) ;Екатерина Маркова ;1946 ;Тайная вечеря ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; И худая.  Кости так и торчат.  Ключицы вон.  [Екатерина Маркова. Тайная вечеря (1990-2000)] [омонимия не снята]
 конебер тунреваз лыб еороток в;лачрот; в которое был завернут ребенок, ; торчал ;  ;листок бумаги, где было выведено ;Екатерина Маркова. Тайная вечеря (1990-2000) ;Екатерина Маркова ;1946 ;Тайная вечеря ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята;  Из тряпья, в которое был завернут ребенок, торчал листок бумаги, где было выведено неумело: «Елена Чувалова, год рождения 19…»  [Екатерина Маркова. Тайная вечеря (1990-2000)] [омонимия не снята]
 ;илачроТ;  ; Торчали ;  ;уродливые переплетения корней из вздувшейся ;Екатерина Маркова. Тайная вечеря (1990-2000) ;Екатерина Маркова ;1946 ;Тайная вечеря ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; Торчали уродливые переплетения корней из вздувшейся бурой земли.  [Екатерина Маркова. Тайная вечеря (1990-2000)] [омонимия не снята]
 и кат итсок ыт яадух;тачрот; худая ты, кости так и ; торчат ;!»  . ; ;Екатерина Маркова. Тайная вечеря (1990-2000) ;Екатерина Маркова ;1946 ;Тайная вечеря ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; И ответ получила исчерпывающий: «Да пожалела я тебя, уж больно худая ты, кости так и торчат!»  . [Екатерина Маркова. Тайная вечеря (1990-2000)] [омонимия не снята]
 оген у йокшым доП ;алачрот;  Под мышкой у него ; торчала ;  ;огромная амбарная книга.  ;Екатерина Маркова. Тайная вечеря (1990-2000) ;Екатерина Маркова ;1946 ;Тайная вечеря ;1990-2000 ;художественная ;повесть ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; Под мышкой у него торчала огромная амбарная книга.  [Екатерина Маркова. Тайная вечеря (1990-2000)] [омонимия не снята]
 юьревд аз сач ьтох нО;ьтачрот; Он хоть час за дверью ; торчать ;  ;может.  ;Екатерина Маркова. Чужой звонок (1990-2000) ;Екатерина Маркова ;1946 ;Чужой звонок ;1990-2000 ;художественная ;рассказ ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; Он хоть час за дверью торчать может.  [Екатерина Маркова. Чужой звонок (1990-2000)] [омонимия не снята]
 одрог кат и мовтсниотсод мымилсымен;алачрот; немыслимым достоинством и так гордо ; торчала ;  ;на худой длинной шее его ;Екатерина Маркова. Чужой звонок (1990-2000) ;Екатерина Маркова ;1946 ;Чужой звонок ;1990-2000 ;художественная ;рассказ ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; Он сидел в луже с таким немыслимым достоинством и так гордо торчала на худой длинной шее его голова с пылающими оттопыренными ушами, что у Кузи сильно защипало в носу и сглотнуть слюну вдруг стало трудно и больно.  [Екатерина Маркова. Чужой звонок (1990-2000)] [омонимия не снята]
 артемлоп ан огороток доп-зи еталах;тичрот; халате, из-под которого на полметра ; торчит ;  ;хвост ночной рубашки.  ;Екатерина Маркова. Чужой звонок (1990-2000) ;Екатерина Маркова ;1946 ;Чужой звонок ;1990-2000 ;художественная ;рассказ ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята; Только сейчас я увидела себя со стороны ― невыспавшаяся, ворчливая мегера со всклокоченными после сна волосами, заспанными глазами, в мятом халате, из-под которого на полметра торчит хвост ночной рубашки.  [Екатерина Маркова. Чужой звонок (1990-2000)] [омонимия не снята]
 и яеш яадух яатыркто ынежиртсдоп;еищачрот; подстрижены, открытая худая шея и ; торчащие ;  ;уши подчеркивали болезненную бледность кожи ;Екатерина Маркова. Чужой звонок (1990-2000) ;Екатерина Маркова ;1946 ;Чужой звонок ;1990-2000 ;художественная ;рассказ ; ;Маркова Е. Каприз фаворита ;2000 ;книга ;омонимия не снята;  Его всегдашние длинные волосы были непривычно коротко подстрижены, открытая худая шея и торчащие уши подчеркивали болезненную бледность кожи и угловатость хрупкой фигуры.  [Екатерина Маркова. Чужой звонок (1990-2000)] [омонимия не снята]
 еен зи акмус яанвитропс яашьлоб;олачрот; большая спортивная сумка ― из нее ; торчало ;  ;лезвие конька и высовывался верх ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята;" Несмотря на чистоту, идеального порядка здесь не было: магнитофон стоял на полу у дивана; музыкальный центр не уместился целиком на небольшом столике, и одну колонку хозяин расположил в углу комнаты; на полу, рядом с креслом (его ворсистая блестящая обивка была точно такой же, как и на диване), стояла большая спортивная сумка ― из нее торчало лезвие конька и высовывался верх белого хоккейного шлема.  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]"
 еен зи урубок ижок йовенчирок;алачрот; коричневой кожи кобуру ― из нее ; торчала ;  ;никелированная рукоятка с желтовато-белыми ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята; В образовавшееся на месте вытащенного ящика пространство просунул руку, достал небольшую, коричневой кожи кобуру ― из нее торчала никелированная рукоятка с желтовато-белыми рубчатыми костяными пластинками по бокам.  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]
 еще есв огороток аволог ьнерап;алачрот; парень, голова которого все еще ; торчала ;  ;в двери с внутренней стороны ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята; ― закричал парень, голова которого все еще торчала в двери с внутренней стороны.  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]
 в юе лунрывш и лакмокс;юушвачрот; скомкал ― и швырнул ею в ; торчавшую ;  ;в двери голову: простыня упала ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята; Сдернул с постели свисавшую простыню, скомкал ― и швырнул ею в торчавшую в двери голову: простыня упала точно на голову парня, закрыла лицо и лишила того возможности видеть происходящее в комнате.  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]
 йороток зи ыритравк иревд йотунхапсар;илачрот; распахнутой двери квартиры, из которой ; торчали ;  ;ноги его хозяина.  ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята;  Все, что смог в этом состоянии сделать телохранитель, ― это толкнуть Сергея в грудь руками, развернуться и побежать от распахнутой двери квартиры, из которой торчали ноги его хозяина.  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]
 накыту имаклоги аже анипс онволс;имишвачрот; словно спина ежа иголками, утыкан ; торчавшими ;  ;железными прутьями небольшого диаметра.  ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята; И весь этот так называемый пол был, словно спина ежа иголками, утыкан торчавшими железными прутьями небольшого диаметра.  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]
 ан мокоб лапу зинв летелоп;еищачрот; полетел вниз: упал боком на ; торчащие ;  ;железные прутья ― взвыл, пытаясь вскочить ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята; И Мутный с полутораметровой высоты полетел вниз: упал боком на торчащие железные прутья ― взвыл, пытаясь вскочить, но от боли уже не мог рассчитать правильно своих движений.  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]
 ан юьнодал яслунктан алоп тнемец;йишвачрот; цемент пола, наткнулся ладонью на ; торчавший ;  ;прут, насквозь проколов ее…  ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята; От боли он совсем перестал соображать и, вместо того чтобы опереться рукой в цемент пола, наткнулся ладонью на торчавший прут, насквозь проколов ее…  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]
 ытхаш йовотфил иншаб йоннотеб аз-зИ;илачрот; Из-за бетонной башни лифтовой шахты ; торчали ;  ;ноги.  ;Анатолий Мельник. Авторитет (2000) ;Анатолий Мельник ; ;Авторитет ;2000 ;художественная ;роман ; ;Анатолий Мельник. Авторитет ;2000 ;книга ;омонимия не снята;  Из-за бетонной башни лифтовой шахты торчали ноги.  [Анатолий Мельник. Авторитет (2000)] [омонимия не снята]
 икшувед алет огокпурх веилатинег зИ;илачрот; Из гениталиев хрупкого тела девушки ; торчали ;  ;какие-то предметы.  ;Максим Милованов. Естественный отбор (2000) ;Максим Милованов ;1969 ;Естественный отбор ;2000 ;художественная ;роман ; ;Максим Милованов. Естественный отбор ;2000 ;книга ;омонимия не снята; Из гениталиев хрупкого тела девушки торчали какие-то предметы.  [Максим Милованов. Естественный отбор (2000)] [омонимия не снята]
 мат аречев од арту с;тичрот; с утра до вечера там ; торчит ;,  ;тоже мне ― смотрящий.  ;Максим Милованов. Кафе «Зоопарк» (2000) ;Максим Милованов ;1969 ;Кафе «Зоопарк» ;2000 ;художественная ;роман ; ;Максим Милованов. Кафе «Зоопарк» ;2000 ;книга ;омонимия не снята; Он на своем «Зоопарке» совсем свихнулся, с утра до вечера там торчит, тоже мне ― смотрящий.  [Максим Милованов. Кафе «Зоопарк» (2000)] [омонимия не снята]
 к ьнемер липеркирп юлтеп валедс;умешвачрот; сделав петлю, прикрепил ремень к ; торчавшему ;  ;из потолка крюку.  ;Максим Милованов. Кафе «Зоопарк» (2000) ;Максим Милованов ;1969 ;Кафе «Зоопарк» ;2000 ;художественная ;роман ; ;Максим Милованов. Кафе «Зоопарк» ;2000 ;книга ;омонимия не снята; Не сознавая, что он делает, Валек снял с себя крепкий плетеный ремень, отыскал сохранившуюся в доме табуретку и, сделав петлю, прикрепил ремень к торчавшему из потолка крюку.  [Максим Милованов. Кафе «Зоопарк» (2000)] [омонимия не снята]
 анозенибмок зИ ;илачрот;  Из комбинезона ; торчали ;  ;отвертки, ключи и проводочки…  ;Максим Милованов. Кафе «Зоопарк» (2000) ;Максим Милованов ;1969 ;Кафе «Зоопарк» ;2000 ;художественная ;роман ; ;Максим Милованов. Кафе «Зоопарк» ;2000 ;книга ;омонимия не снята; Из комбинезона торчали отвертки, ключи и проводочки…  [Максим Милованов. Кафе «Зоопарк» (2000)] [омонимия не снята]
 еще умоК  тиноипш яноТ яакьнелам;ьтачрот; маленькая Тоня шпионит?  Кому еще ; торчать ;  ;здесь ночью?»   Спрятавшись за занавеску ;Максим Милованов. Кафе «Зоопарк» (2000) ;Максим Милованов ;1969 ;Кафе «Зоопарк» ;2000 ;художественная ;роман ; ;Максим Милованов. Кафе «Зоопарк» ;2000 ;книга ;омонимия не снята; Неужели маленькая Тоня шпионит?  Кому еще торчать здесь ночью?»   Спрятавшись за занавеску, она снова выглянула в окно.  [Максим Милованов. Кафе «Зоопарк» (2000)] [омонимия не снята]
 огонсеретни мотэ в отч А;ьтачрот; А что в этом интересного: ; торчать ;  ;каждую ночь в ночном заведении ;Максим Милованов. Кафе «Зоопарк» (2000) ;Максим Милованов ;1969 ;Кафе «Зоопарк» ;2000 ;художественная ;роман ; ;Максим Милованов. Кафе «Зоопарк» ;2000 ;книга ;омонимия не снята;  ― А что в этом интересного: торчать каждую ночь в ночном заведении?  [Максим Милованов. Кафе «Зоопарк» (2000)] [омонимия не снята]
 огороток зи хакур в моктревс;илачрот; свертком в руках, из которого ; торчали ;  ;зеленые отростки.  ;Максим Милованов. Кафе «Зоопарк» (2000) ;Максим Милованов ;1969 ;Кафе «Зоопарк» ;2000 ;художественная ;роман ; ;Максим Милованов. Кафе «Зоопарк» ;2000 ;книга ;омонимия не снята; Потерявшаяся из виду на несколько минут мама наконец-то вынырнула из-за продуктовых павильонов с небольшим свертком в руках, из которого торчали зеленые отростки.  [Максим Милованов. Кафе «Зоопарк» (2000)] [омонимия не снята]
 или ырги еынвиткаретнИ в ястежеР;тичрот; Режется в «Интерактивные игры» или ; торчит ;  ;в Интернете!  ;Максим Милованов. Рынок тщеславия (2000) ;Максим Милованов ;1969 ;Рынок тщеславия ;2000 ;художественная ;роман ; ;Максим Милованов. Рынок тщеславия ;2000 ;книга ;омонимия не снята;  ― Режется в «Интерактивные игры» или торчит в Интернете!  [Максим Милованов. Рынок тщеславия (2000)] [омонимия не снята]
 мен в и комаз йишорох;лачрот; хороший замок, и в нем ; торчал ;  ;ключ.  ;Максим Милованов. Рынок тщеславия (2000) ;Максим Милованов ;1969 ;Рынок тщеславия ;2000 ;художественная ;роман ; ;Максим Милованов. Рынок тщеславия ;2000 ;книга ;омонимия не снята; В двери стоял хороший замок, и в нем торчал ключ.  [Максим Милованов. Рынок тщеславия (2000)] [омонимия не снята]
 ;ичроТ;  ; Торчи ;  ;тут из-за вас, никакого порядка ;Татьяна Моспан. Подиум (2000) ;Татьяна Моспан ; ;Подиум ;2000 ;художественная ;роман ; ;Татьяна Моспан. Подиум ;2000 ;книга ;омонимия не снята; Торчи тут из-за вас, никакого порядка нету.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 иксечирп отсемв еволог ан йороток;илачрот; которой на голове вместо прически ; торчали ;  ;какие-то перья.  ;Татьяна Моспан. Подиум (2000) ;Татьяна Моспан ; ;Подиум ;2000 ;художественная ;роман ; ;Татьяна Моспан. Подиум ;2000 ;книга ;омонимия не снята; ― однажды обратилась к ней прямо на улице молодящаяся мадам, у которой на голове вместо прически торчали какие-то перья.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 ысолов ынамолоп итгоН  йотосарк йеовс;тачрот; своей красотой.  Ногти поломаны, волосы ; торчат ;.  ; Ее не фотографировать, ее похмелять ;Татьяна Моспан. Подиум (2000) ;Татьяна Моспан ; ;Подиум ;2000 ;художественная ;роман ; ;Татьяна Моспан. Подиум ;2000 ;книга ;омонимия не снята; Эта самая мисска явилась, понимаешь, черт знает в каком виде, вроде как она всех облагодетельствовала своей красотой.  Ногти поломаны, волосы торчат.  Ее не фотографировать, ее похмелять надо.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 адварп тов китовиЖ  огечин и;тичрот; и ничего!  Животик вот, правда, ; торчит ;.  ; Конституция у нее такая: излишек ;Татьяна Моспан. Подиум (2000) ;Татьяна Моспан ; ;Подиум ;2000 ;художественная ;роман ; ;Татьяна Моспан. Подиум ;2000 ;книга ;омонимия не снята; А вроде бы еще и ничего!  Животик вот, правда, торчит.  Конституция у нее такая: излишек калорий сразу откладывается в талии и на животе.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 ябет у онжом окьлокС  учох;ьтачрот; хочу.  Сколько можно у тебя ; торчать ;?  ; Жизнь продолжается, надо привыкать к ;Татьяна Моспан. Подиум (2000) ;Татьяна Моспан ; ;Подиум ;2000 ;художественная ;роман ; ;Татьяна Моспан. Подиум ;2000 ;книга ;омонимия не снята;  ― Нет, домой хочу.  Сколько можно у тебя торчать?  Жизнь продолжается, надо привыкать к тому, что есть.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 яароток авецвярдуК алировогорп окморген  еенараз;алачрот; заранее…  ― негромко проговорила Кудрявцева, которая ; торчала ;  ;поблизости.   Хрусталева так на нее ;Татьяна Моспан. Подиум (2000) ;Татьяна Моспан ; ;Подиум ;2000 ;художественная ;роман ; ;Татьяна Моспан. Подиум ;2000 ;книга ;омонимия не снята;  ― Примета плохая, когда заранее…  ― негромко проговорила Кудрявцева, которая торчала поблизости.   Хрусталева так на нее зыркнула, что та мгновенно испарилась.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 оглод адгонИ ;алачрот;  Иногда долго ; торчала ;  ;в ателье Танька Татаринова, но ;Татьяна Моспан. Подиум (2000) ;Татьяна Моспан ; ;Подиум ;2000 ;художественная ;роман ; ;Татьяна Моспан. Подиум ;2000 ;книга ;омонимия не снята; Иногда долго торчала в ателье Танька Татаринова, но сегодня она ушла вовремя.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 ьседз ииснеп од икчовед ман;ьтачрот; нам, девочки, до пенсии здесь ; торчать ;, ―  ;с подковыркой подытожила Надя.  ;Татьяна Моспан. Подиум (2000) ;Татьяна Моспан ; ;Подиум ;2000 ;художественная ;роман ; ;Татьяна Моспан. Подиум ;2000 ;книга ;омонимия не снята;  ― Остается нам, девочки, до пенсии здесь торчать, ― с подковыркой подытожила Надя.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 ано акянреваН ;алачрот;  Наверняка она ; торчала ;  ;здесь столько же, сколько и ;Виктор Мясников. Водка (2000) ;Виктор Мясников ;1956 ;Водка ;2000 ;художественная ;роман ; ;Виктор Мясников. Водка ;2000 ;книга ;омонимия не снята; Наверняка она торчала здесь столько же, сколько и все остальные.  [Виктор Мясников. Водка (2000)] [омонимия не снята]
 атопак огоннардаз доп-зИ ;илачрот;  Из-под задранного капота ; торчали ;  ;две задницы в грязных штанах ;Виктор Мясников. Водка (2000) ;Виктор Мясников ;1956 ;Водка ;2000 ;художественная ;роман ; ;Виктор Мясников. Водка ;2000 ;книга ;омонимия не снята; Из-под задранного капота торчали две задницы в грязных штанах.  [Виктор Мясников. Водка (2000)] [омонимия не снята]
 юледен вокивозург и вокинвилан ассам;яашвачрот; масса наливников и грузовиков, неделю ; торчавшая ;  ;в ущелье, стремительно пересекала границу ;Виктор Мясников. Водка (2000) ;Виктор Мясников ;1956 ;Водка ;2000 ;художественная ;роман ; ;Виктор Мясников. Водка ;2000 ;книга ;омонимия не снята; Вся масса наливников и грузовиков, неделю торчавшая в ущелье, стремительно пересекала границу.  [Виктор Мясников. Водка (2000)] [омонимия не снята]
