Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 и тюаминоп отэ ыфаргоег А;тюапутсыв; А географы это понимают и ; выступают ;  ;против того, чтобы всю природу ;Аркадий Тишков, Ольга Балла. Привлечь к себе любовь пространства // «Знание - сила», 2009 ;Аркадий Тишков, Ольга Балла ; ;Привлечь к себе любовь пространства ;2009 ;публицистика ,  нехудожественная ;интервью ;наука и технологии, география ;«Знание - сила» ;2009 ;журнал ;омонимия не снята;  А географы это понимают и выступают против того, чтобы всю природу подгонять под среду обитания человека.  [Аркадий Тишков, Ольга Балла. Привлечь к себе любовь пространства // «Знание - сила», 2009] [омонимия не снята]
 йелетадзос ёе улсымаз оп йороток;илапутсыв; которой, по замыслу её создателей, ; выступали ;  ;за стены (то есть свешивались ;Лев Баньковский. Дом-птица и птица в доме // «Наука и жизнь», 2009 ;Лев Баньковский ; ;Дом-птица и птица в доме ;2009 ;публицистика ,  нехудожественная ;статья ;наука и технологии, история, строительство и архитектура ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; Стены как бы помогали тяжёлой крыше, нижние края которой, по замыслу её создателей, выступали за стены (то есть свешивались) на расстояние часто больше человеческого роста.  [Лев Баньковский. Дом-птица и птица в доме // «Наука и жизнь», 2009] [омонимия не снята]
 ан антяп еывенет и еывотевс;хищюапутсыв; световые и теневые пятна на ; выступающих ;  ;частях, свесах, водотечниках и коньке ;Лев Баньковский. Дом-птица и птица в доме // «Наука и жизнь», 2009 ;Лев Баньковский ; ;Дом-птица и птица в доме ;2009 ;публицистика ,  нехудожественная ;статья ;наука и технологии, история, строительство и архитектура ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; При солнечном освещении игра света и тени на больших бревенчатых и тесовых плоскостях, причудливые световые и теневые пятна на выступающих частях, свесах, водотечниках и коньке могут вдруг остановить прохожего ― полюбоваться красотой ручной древодельной работы.  [Лев Баньковский. Дом-птица и птица в доме // «Наука и жизнь», 2009] [омонимия не снята]
 утобар юунвиснетни тёдев и идьлабираГ;яапутсыв; Гарибальди и ведёт интенсивную работу, ; выступая ;  ;в качестве «апостола анархии», борясь ;Юрий Безелянский. Герой. Бунтарь. Анархист // «Наука и жизнь», 2009 ;Юрий Безелянский ; ;Герой. Бунтарь. Анархист ;2009 ;публицистика ,  нехудожественная ;статья ;политика и общественная жизнь, история ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята;  Осенью 1863 года Бакунин уже в Италии, вступает в контакты с Джузеппе Гарибальди и ведёт интенсивную работу, выступая в качестве «апостола анархии», борясь за «великий принцип свободы, достоинства и прав человека».  [Юрий Безелянский. Герой. Бунтарь. Анархист // «Наука и жизнь», 2009] [омонимия не снята]
 нидО ;лапутсыв;  Один ; выступал ;  ;за жёсткий централизм, другой ― за ;Юрий Безелянский. Герой. Бунтарь. Анархист // «Наука и жизнь», 2009 ;Юрий Безелянский ; ;Герой. Бунтарь. Анархист ;2009 ;публицистика ,  нехудожественная ;статья ;политика и общественная жизнь, история ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; Один выступал за жёсткий централизм, другой ― за мягкий федерализм.  [Юрий Безелянский. Герой. Бунтарь. Анархист // «Наука и жизнь», 2009] [омонимия не снята]
 но инзиж йеовс йесв еинежлодорп;лапутсыв; продолжение всей своей жизни он ; выступал ;  ;тем, кем был, без фраз ;Юрий Безелянский. Герой. Бунтарь. Анархист // «Наука и жизнь», 2009 ;Юрий Безелянский ; ;Герой. Бунтарь. Анархист ;2009 ;публицистика ,  нехудожественная ;статья ;политика и общественная жизнь, история ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; ― В продолжение всей своей жизни он выступал тем, кем был, без фраз и без притворства, и умер он также с полным сознанием самого себя и своего положения.  [Юрий Безелянский. Герой. Бунтарь. Анархист // «Наука и жизнь», 2009] [омонимия не снята]
 ялетидовзиорп арёнтрап ьтакси одан ешьлад;огещюапутсыв; дальше надо искать партнёра ― производителя, ; выступающего ;  ;в качестве инвестора, чтобы «дотащить ;Николай Евтихиев, Ольга Белоконева. Переход от сырья к готовой продукции — требование времени // «Наука и жизнь», 2009 ;Николай Евтихиев, Ольга Белоконева ; ;Переход от сырья к готовой продукции — требование времени ;2009 ;публицистика ,  нехудожественная ;интервью ;наука и технологии ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; А дальше надо искать партнёра ― производителя, выступающего в качестве инвестора, чтобы «дотащить» разработку до производства.  [Николай Евтихиев, Ольга Белоконева. Переход от сырья к готовой продукции — требование времени // «Наука и жизнь», 2009] [омонимия не снята]
 еачулс моннад в ПТЭ ;теапутсыв;  ЭТП в данном случае ; выступает ;  ;не как центр содержания и ;Дмитрий Бжезинский. На то и напоролись // «Однако», 2009 ;Дмитрий Бжезинский ; ;На то и напоролись ;2009 ;публицистика, нехудожественная ;статья ;бизнес, коммерция, экономика, финансы, администрация и управление ;«Однако» ;2009 ;журнал ;омонимия не снята; ЭТП в данном случае выступает не как центр содержания и обработки информации, а как некая «перевалочная база» ― «электронный посредник», успешность работы которого зависит от работы официального сайта.  [Дмитрий Бжезинский. На то и напоролись // «Однако», 2009] [омонимия не снята]
 хесв еенчаду ино оннеми он;тюапутсыв; но именно они удачнее всех ; выступают ;  ;в двойной роли свидетелей и ;Александр Бикбов. Экономика и политика критического суждения // «Неприкосновенный запас», 2009 ;Александр Бикбов ;1974 ;Экономика и политика критического суждения ;2009 ;публицистика ,  нехудожественная ;статья ;искусство и культура ;«Неприкосновенный запас» ;2009 ;журнал ;омонимия не снята; Этот тематический блок посвящен не только им, но именно они удачнее всех выступают в двойной роли свидетелей и аналитиков.  [Александр Бикбов. Экономика и политика критического суждения // «Неприкосновенный запас», 2009] [омонимия не снята]
 ино ьседз ымижер еиксечимонокэ еынчилзар;тюапутсыв; различные экономические режимы: здесь они ; выступают ;  ;уже не столько порождающими принципами ;Александр Бикбов. Экономика и политика критического суждения // «Неприкосновенный запас», 2009 ;Александр Бикбов ;1974 ;Экономика и политика критического суждения ;2009 ;публицистика ,  нехудожественная ;статья ;искусство и культура ;«Неприкосновенный запас» ;2009 ;журнал ;омонимия не снята;  Политическая опасность переворачивает перспективу, в которой по отношению к производству смыслов находятся различные экономические режимы: здесь они выступают уже не столько порождающими принципами, сколько средствами приручения, инструментализации творческого порыва.  [Александр Бикбов. Экономика и политика критического суждения // «Неприкосновенный запас», 2009] [омонимия не снята]
 мотэ бО ;яапутсыв;  Об этом, ; выступая ;  ;в феврале 2007 года на ;Вадим Бондарь. Мы покупаем, нас покупают. Как это часто не совпадает // «Однако», 2009 ;Вадим Бондарь ; ;Мы покупаем, нас покупают. Как это часто не совпадает ;2009 ;публицистика, нехудожественная ;статья ;бизнес, коммерция, экономика, финансы ;«Однако» ;2009 ;журнал ;омонимия не снята; Об этом, выступая в феврале 2007 года на юбилейной конференции РСПП «Взаимодействие бизнеса и власти», заявил министр иностранных дел Сергей Лавров.  [Вадим Бондарь. Мы покупаем, нас покупают. Как это часто не совпадает // «Однако», 2009] [омонимия не снята]
 огесв ещач аниязох илор В;теапутсыв; В роли хозяина чаще всего ; выступает ;  ;орешник, но петров крест может ;Наталья Василенко. Нахлебники, приспособленцы и просто красавцы // «Наука и жизнь», 2009 ;Наталья Василенко ; ;Нахлебники, приспособленцы и просто красавцы ;2009 ;публицистика ,  нехудожественная ;статья ;природа ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; В роли хозяина чаще всего выступает орешник, но петров крест может паразитировать и на корнях других широколиственных деревьев ― липы, ясеня, ольхи, тополя.  [Наталья Василенко. Нахлебники, приспособленцы и просто красавцы // «Наука и жизнь», 2009] [омонимия не снята]
 онтемаз икиньлып отч окьлотсан тюатсарыв;тюапутсыв; вырастают настолько, что пыльники заметно ; выступают ;  ;за край венчика.  ;Наталья Василенко. Нахлебники, приспособленцы и просто красавцы // «Наука и жизнь», 2009 ;Наталья Василенко ; ;Нахлебники, приспособленцы и просто красавцы ;2009 ;публицистика ,  нехудожественная ;статья ;природа ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята;  Если шмелей мало и часть цветков осталась неопылённой, к моменту их отцветания тычинки вырастают настолько, что пыльники заметно выступают за край венчика.  [Наталья Василенко. Нахлебники, приспособленцы и просто красавцы // «Наука и жизнь», 2009] [омонимия не снята]
 моткеъбо мынсиповиж иимедака йоксечиссалк йобюл;олапутсыв; любой классической академии живописным объектом ; выступало ;  ;обнаженное человеческое тело, но в ;Елена Вербина. Новогодние подарки от Клуба рисовальщиков // «Однако», 2009 ;Елена Вербина ; ;Новогодние подарки от Клуба рисовальщиков ;2009 ;публицистика, нехудожественная ;заметка ;искусство и культура ;«Однако» ;2009 ;журнал ;омонимия не снята; Любители порисовать продолжают давнюю парижскую традицию так называемых свободных академий (academie libre), где как в любой классической академии живописным объектом выступало обнаженное человеческое тело, но в отличие от настоящей академии не было строгих преподавателей и жестких правил.  [Елена Вербина. Новогодние подарки от Клуба рисовальщиков // «Однако», 2009] [омонимия не снята]
 атябеР ;илапутсыв;  ― Ребята ; выступали ;  ;на городских праздниках, побеждали в ;Дмитрий Виноградов. Глазами мента // «Русский репортер», № 14 (93), 16-23 апреля 2009, 2009 ;Дмитрий Виноградов ; ;Глазами мента ;2009 ;публицистика ,  нехудожественная ;репортаж ;право, криминал, администрация и управление ;«Русский репортер», № 14 (93), 16-23 апреля 2009 ;2009 ;журнал ;омонимия не снята; ― Ребята выступали на городских праздниках, побеждали в конкурсах, а в свободное время подрабатывали на Кировском.  [Дмитрий Виноградов. Глазами мента // «Русский репортер», № 14 (93), 16-23 апреля 2009, 2009] [омонимия не снята]
 онрялугер гинк учук отэ орп;теапутсыв; про это кучу книг, регулярно ; выступает ;  ;с докладами, очень хороший оратор ;Юлия Вишневецкая. Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье // «Русский репортер», № 25 (104), 02-09 июля 2009, 2009 ;Юлия Вишневецкая ; ;Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье ;2009 ;публицистика ,  нехудожественная ;очерк ;политика и общественная жизнь ;«Русский репортер», № 25 (104), 02-09 июля 2009 ;2009 ;журнал ;омонимия не снята; Он довольно известный анархист, уже лет десять разрабатывает программу пятичасовой рабочей недели, написал про это кучу книг, регулярно выступает с докладами, очень хороший оратор, может говорить часами.  [Юлия Вишневецкая. Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье // «Русский репортер», № 25 (104), 02-09 июля 2009, 2009] [омонимия не снята]
 асуахтьлА аретиД иигнирюТ артсиним-реьмерп ецил;теапутсыв; лице премьер-министра Тюрингии Дитера Альтхауса ; выступает ;  ;за то, чтобы платить немецким ;Юлия Вишневецкая. Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье // «Русский репортер», № 25 (104), 02-09 июля 2009, 2009 ;Юлия Вишневецкая ; ;Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье ;2009 ;публицистика ,  нехудожественная ;очерк ;политика и общественная жизнь ;«Русский репортер», № 25 (104), 02-09 июля 2009 ;2009 ;журнал ;омонимия не снята; Христианско-демократический союз в лице премьер-министра Тюрингии Дитера Альтхауса выступает за то, чтобы платить немецким гражданам 800 евро в месяц, из них 200 автоматически списывать на медицинскую страховку.  [Юлия Вишневецкая. Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье // «Русский репортер», № 25 (104), 02-09 июля 2009, 2009] [омонимия не снята]
 иинамреГ яитрап яандобовС ;теапутсыв;  Свободная партия Германии ; выступает ;  ;за негативное налогообложение по Фридману ;Юлия Вишневецкая. Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье // «Русский репортер», № 25 (104), 02-09 июля 2009, 2009 ;Юлия Вишневецкая ; ;Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье ;2009 ;публицистика ,  нехудожественная ;очерк ;политика и общественная жизнь ;«Русский репортер», № 25 (104), 02-09 июля 2009 ;2009 ;журнал ;омонимия не снята; Свободная партия Германии выступает за негативное налогообложение по Фридману, но фиксированной суммы не называет.  [Юлия Вишневецкая. Призрак коммунизма. Как раз и навсегда разрешить вопрос о человеческом счастье // «Русский репортер», № 25 (104), 02-09 июля 2009, 2009] [омонимия не снята]
 моропотс мынневтснидЕ ;теапутсыв;  Единственным стопором ; выступает ;  ;привязанность огарей к обжитым водоёмам ;Василий Вишневский. «Оранжевая революция» на московских прудах // «Наука и жизнь», 2009 ;Василий Вишневский ; ;«Оранжевая революция» на московских прудах ;2009 ;публицистика ,  нехудожественная ;статья ;природа ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; Единственным стопором выступает привязанность огарей к обжитым водоёмам, и дальнейший рост их численности связан именно с освоением незанятых прудов и притеснением крякв, не знавших до сих пор серьёзных конкурентов.  [Василий Вишневский. «Оранжевая революция» на московских прудах // «Наука и жизнь», 2009] [омонимия не снята]
 ым екстарБ В ;илапутсыв;  В Братске мы ; выступали ;  ;с концертами прямо на строящейся ;Игорь Волгин. По долинам и по взгорьям // «Октябрь», 2009 ;Игорь Волгин ;1942 ;По долинам и по взгорьям ;2009 ;публицистика, нехудожественная ;статья ;путешествия ;«Октябрь» ;2009 ;журнал ;омонимия не снята; В Братске мы выступали с концертами прямо на строящейся плотине: эстрадой служил кузов громадного грузовика.  [Игорь Волгин. По долинам и по взгорьям // «Октябрь», 2009] [омонимия не снята]
 окдерен хатобар хитэ в имакичзакаЗ;тюапутсыв; Заказчиками в этих работах нередко ; выступают ;  ;фармацевтические концерны, которые стремятся провести ;Александр Волков. Иногда они появляются: каждый год на Земле встречают около 15 тысяч «пришельцев»?! // «Знание - сила», 2009 ;Александр Волков ; ;Иногда они появляются: каждый год на Земле встречают около 15 тысяч «пришельцев»?! ;2009 ;публицистика ,  нехудожественная ;статья ;природа, наука и технологии, биология ;«Знание - сила» ;2009 ;журнал ;омонимия не снята; Заказчиками в этих работах нередко выступают фармацевтические концерны, которые стремятся провести строгий аудит в ведомстве фауны, прежде всего, затем, чтобы собрать необычные образцы генетического материала.  [Александр Волков. Иногда они появляются: каждый год на Земле встречают около 15 тысяч «пришельцев»?! // «Знание - сила», 2009] [омонимия не снята]
 фаргокискел яраволс огоксечиротси яинеортсоп имапицнирп;теапутсыв; принципами построения исторического словаря лексикограф ; выступает ;  ;в роли историка слов, и ;Эмма Володарская. «Портрет» русского языка // «Наука и жизнь», 2009 ;Эмма Володарская ; ;«Портрет» русского языка ;2009 ;публицистика ,  нехудожественная ;статья ;наука и технологии, филология ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; Тренч считал, что в соответствии с принципами построения исторического словаря лексикограф выступает в роли историка слов, и слова подвергаются инвентаризации, а не отбору.  [Эмма Володарская. «Портрет» русского языка // «Наука и жизнь», 2009] [омонимия не снята]
 овтсрадусог адгок хяачулс хет в;теапутсыв; в тех случаях, когда государство ; выступает ;  ;с действительно нужными инициативами.  ;Маринэ Восканян. Люди и смыслы // «Однако», 2009 ;Маринэ Восканян ; ;Люди и смыслы ;2009 ;публицистика, нехудожественная ;статья ;бизнес, коммерция, экономика, финансы, образование ;«Однако» ;2009 ;журнал ;омонимия не снята; Фальшь официальной пропаганды так привычна, что в России люди ощущают ее даже в тех случаях, когда государство выступает с действительно нужными инициативами.  [Маринэ Восканян. Люди и смыслы // «Однако», 2009] [омонимия не снята]
 мзипаксЭ ;теапутсыв;  Эскапизм ; выступает ;  ;сейчас экономическим драйвером всех отраслей ;Маринэ Восканян. Сон золотой // «Однако», 2009 ;Маринэ Восканян ; ;Сон золотой ;2009 ;публицистика, нехудожественная ;статья ;бизнес, коммерция, экономика, финансы ;«Однако» ;2009 ;журнал ;омонимия не снята; Эскапизм выступает сейчас экономическим драйвером всех отраслей, связанных с такими товарами и услугами.  [Маринэ Восканян. Сон золотой // «Однако», 2009] [омонимия не снята]
 ;йишвапутсыВ;  ; Выступавший ;  ;мужчина, так же светясь от ;Гулла Хирачев (Алиса Ганиева). Салам тебе, Далгат! (2009) // «Октябрь», 2010 ;Гулла Хирачев (Алиса Ганиева) ; ;Салам тебе, Далгат! ;2009 ;художественная ;повесть ; ;«Октябрь» ;2010 ;журнал ;омонимия не снята; Выступавший мужчина, так же светясь от счастья, бережно сложил официальное обращение, снял очки и откашлялся.  [Гулла Хирачев (Алиса Ганиева). Салам тебе, Далгат! (2009) // «Октябрь», 2010] [омонимия не снята]
 онжоМ ;ьтапутсыв;   ― Можно ; выступать ;  ;в цирке, ― честно сказала Мария ;Андрей Геласимов. Дом на Озерной (2009) ;Андрей Геласимов ;1966 ;Дом на Озерной ;2009 ;художественная ;роман ; ;А. Геласимов. Дом на Озерной ;2009 ;книга ;омонимия не снята;  ― Можно выступать в цирке, ― честно сказала Мария.  [Андрей Геласимов. Дом на Озерной (2009)] [омонимия не снята]
 йен ан тел ьтсеш Я;алапутсыв; Я шесть лет на ней ; выступала ;.  ;  Чувствуя, что одного Тетерина в ;Андрей Геласимов. Дом на Озерной (2009) ;Андрей Геласимов ;1966 ;Дом на Озерной ;2009 ;художественная ;роман ; ;А. Геласимов. Дом на Озерной ;2009 ;книга ;омонимия не снята; У нас там сцена была.  Я шесть лет на ней выступала.   Чувствуя, что одного Тетерина в этот момент ей недостаточно, она повернулась к бармену.  [Андрей Геласимов. Дом на Озерной (2009)] [омонимия не снята]
 ьсолидохирп ен мав А ;ьтапутсыв;  А вам не приходилось ; выступать ;  ;в роли журналиста, быть спортивным ;Евгений Гик. Как Василия Аксёнова «злодеем» пугали // «Наука и жизнь», 2009 ;Евгений Гик ; ;Как Василия Аксёнова «злодеем» пугали ;2009 ;публицистика ,  нехудожественная ;интервью ;искусство и культура, спорт ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; А вам не приходилось выступать в роли журналиста, быть спортивным корреспондентом на каком-нибудь соревновании?  [Евгений Гик. Как Василия Аксёнова «злодеем» пугали // «Наука и жизнь», 2009] [омонимия не снята]
 ешьнар едг мат и иладжебоп;илапутсыв; побеждали и там, где раньше ; выступали ;  ;средне.  ;Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009 ;Евгений Гик, Екатерина Гупало ; ;Пекин — 2008 ;2009 ;публицистика ,  нехудожественная ;статья ;спорт ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; Хозяева Олимпиады были сильнейшими не только в своих коронных видах, но нередко побеждали и там, где раньше выступали средне.  [Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009] [омонимия не снята]
 АШС аз одновкэат оп еринрут;илапутсыв; турнире по таэквондо за США ; выступали ;  ;два брата и сестра.  ;Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009 ;Евгений Гик, Екатерина Гупало ; ;Пекин — 2008 ;2009 ;публицистика ,  нехудожественная ;статья ;спорт ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята;  В турнире по таэквондо за США выступали два брата и сестра.  [Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009] [омонимия не снята]
 8002 еникеП в харгИ хытрёвтеч;алапутсыв; четвёртых Играх в Пекине-2008 ; выступала ;  ;уже в третьем виде спорта ;Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009 ;Евгений Гик, Екатерина Гупало ; ;Пекин — 2008 ;2009 ;публицистика ,  нехудожественная ;статья ;спорт ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята;  Американка Шейла Таормина, олимпийская чемпионка в Атланте-1996 в эстафете 4x200 м вольным стилем, на своих четвёртых Играх в Пекине-2008 выступала уже в третьем виде спорта.  [Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009] [омонимия не снята]
 лыб нежлод йыроток няЛ нажЧ;ьтапутсыв; Чжан Лян, который должен был ; выступать ;  ;в академической гребле в одиночном ;Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009 ;Евгений Гик, Екатерина Гупало ; ;Пекин — 2008 ;2009 ;публицистика ,  нехудожественная ;статья ;спорт ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; Китайский спортсмен Чжан Лян, который должен был выступать в академической гребле в одиночном разряде, перепутал время и опоздал на старт.  [Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009] [омонимия не снята]
 актсанмигрепус атэ ывУ ;теапутсыв;  Увы, эта супергимнастка ; выступает ;  ;сейчас за сборную США…  ;Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009 ;Евгений Гик, Екатерина Гупало ; ;Пекин — 2008 ;2009 ;публицистика ,  нехудожественная ;статья ;спорт ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; Увы, эта супергимнастка выступает сейчас за сборную США…  [Евгений Гик, Екатерина Гупало. Пекин — 2008 // «Наука и жизнь», 2009] [омонимия не снята]
 ино илсе еелоб мет иквотогдоп;тюапутсыв; подготовки, тем более если они ; выступают ;  ;не вместе.  ;Евгений Гик. По рейтингу рассчитайсь! // «Наука и жизнь», 2009 ;Евгений Гик ; ;По рейтингу рассчитайсь! ;2009 ;публицистика ,  нехудожественная ;статья ;спорт ;«Наука и жизнь» ;2009 ;журнал ;омонимия не снята; Здесь не всегда легко сравнивать достижения участников, уровень их подготовки, тем более если они выступают не вместе.  [Евгений Гик. По рейтингу рассчитайсь! // «Наука и жизнь», 2009] [омонимия не снята]
 но И ;теапутсыв;  И он ; выступает ;  ;с докладами на конгрессах в ;Анисим Гиммерверт. Наследник Гиппократа // «Знание - сила», 2009 ;Анисим Гиммерверт ; ;Наследник Гиппократа ;2009 ;публицистика ,  нехудожественная ;статья ;здоровье и медицина, история ;«Знание - сила» ;2009 ;журнал ;омонимия не снята; И он выступает с докладами на конгрессах в Лондоне, Токио, Мадриде, Лиссабоне, Сиднее, Гаване, посещает центры гематологии и переливания крови в Париже, Лионе, Монпелье.  [Анисим Гиммерверт. Наследник Гиппократа // «Знание - сила», 2009] [омонимия не снята]
 мовтссукси яитяназ имаволс имынИ ;тюапутсыв;   ― Иными словами, занятия искусством ; выступают ;  ;врачующей силой?  ;Евгения Белякова, Михаил Глуховский. Секреты нашей бодрости // «Знание - сила», 2009 ;Евгения Белякова, Михаил Глуховский ; ;Секреты нашей бодрости ;2009 ;публицистика ,  нехудожественная ;беседа ;здоровье и медицина, психология ;«Знание - сила» ;2009 ;журнал ;омонимия не снята;  ― Иными словами, занятия искусством выступают врачующей силой?  [Евгения Белякова, Михаил Глуховский. Секреты нашей бодрости // «Знание - сила», 2009] [омонимия не снята]
 ербятко в атсор вороткаф хынвонсо;алапутсыв; основных факторов роста в октябре ; выступала ;  ;корпоративная отчетность в США.  ;Алексей Голубович. Финал или антракт? // «Однако», 2009 ;Алексей Голубович ; ;Финал или антракт? ;2009 ;публицистика, нехудожественная ;статья ;бизнес, коммерция, экономика, финансы ;«Однако» ;2009 ;журнал ;омонимия не снята; Одним из основных факторов роста в октябре выступала корпоративная отчетность в США.  [Алексей Голубович. Финал или антракт? // «Однако», 2009] [омонимия не снята]
 икимонокэ йовеьрыс юьтсоннец йонвалГ ;теапутсыв;  Главной ценностью сырьевой экономики ; выступает ;  ;именно земля с ее богатыми ;Дмитрий Горин. По ту сторону «принципа истории»: об одной особенности исторического самосознания // «Неприкосновенный запас», 2009 ;Дмитрий Горин ; ;По ту сторону «принципа истории»: об одной особенности исторического самосознания ;2009 ;публицистика ,  нехудожественная ;статья ;искусство и культура ;«Неприкосновенный запас» ;2009 ;журнал ;омонимия не снята; Главной ценностью сырьевой экономики выступает именно земля с ее богатыми недрами, а не капитал, который может как “притекать”, так и “утекать”.  [Дмитрий Горин. По ту сторону «принципа истории»: об одной особенности исторического самосознания // «Неприкосновенный запас», 2009] [омонимия не снята]
 иицидарт еачулс мобюл В ;тюапутсыв;  В любом случае традиции ; выступают ;  ;как социокультурные гены, генотипы, архетипы ;Александр Гофман. От советского к постсоветскому: старое вино е новых мехах // «Знание - сила», 2009 ;Александр Гофман ; ;От советского к постсоветскому: старое вино е новых мехах ;2009 ;публицистика ,  нехудожественная ;статья ;история, политика и общественная жизнь, социология ;«Знание - сила» ;2009 ;журнал ;омонимия не снята; В любом случае традиции выступают как социокультурные гены, генотипы, архетипы или эйдосы ― основополагающие и исходные первообразы, которые диктуют настоящее и будущее.  [Александр Гофман. От советского к постсоветскому: старое вино е новых мехах // «Знание - сила», 2009] [омонимия не снята]
 и ясв и есв ябес;теапутсыв; себя все и вся и ; выступает ;  ;как тотальность, вытесняющая и поглощающая ;Александр Гофман. От советского к постсоветскому: старое вино е новых мехах // «Знание - сила», 2009 ;Александр Гофман ; ;От советского к постсоветскому: старое вино е новых мехах ;2009 ;публицистика ,  нехудожественная ;статья ;история, политика и общественная жизнь, социология ;«Знание - сила» ;2009 ;журнал ;омонимия не снята; Но вместе с тем ― это вполне разумная, осознанная стратегия поведения в постоянной для России ситуации, когда государственная власть берет на себя все и вся и выступает как тотальность, вытесняющая и поглощающая все остальные институты.  [Александр Гофман. От советского к постсоветскому: старое вино е новых мехах // «Знание - сила», 2009] [омонимия не снята]
